label,definition,comment,exactSynonym,broadSynonym,narrowSynonym,relatedSynonym,subsetType,uri
marine algal bloom,"A marine algal bloom is a rapid increase or accumulation in the population of algae in a marine system. Typically, only one or a small number of phytoplankton  species are involved. Although there is no officially recognized threshold level, algae can be considered to be blooming at concentrations of hundreds to thousands of cells per milliliter, depending on the severity.",,,,red tide,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000057
ice ablation zone,"An environmental zone which overlaps a glacier or an ice sheet, and in which ice loss exceeds ice gain.",,,ablation zone,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000914
ice mass,A mass of water ice.,,,accumulation of ice|ice accumulation,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000293
active layer in a cryosphere,A layer of environmental material which is subject to freeze-thaw cycles.,,,active layer,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001610
ice calving process,A process during which a part of an ice mass breaks away from the main mass.,,,calving,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000917
carbon-bearing gas emission process,A carbon emission process is any environmental process which outputs a carbon-bearing gas.,Requested for SDGIO. Likely to be revised.,,carbon emission process,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000742
fluid cline,"A fluid front which is 1) thin in comparison to the fluid mass it is a part of and 2) across which a property of that fluid mass varies greatly over short vertical distance, relative to variation across the entire fluid mass.","A similar term exists in linguistics and mathematics. An ecocline, or biological cline, is a related concept; however, may be better placed as a child of a class like ""ecotone"". Further, some definitions of ""layer"" require a layer's constiuent materials to have consistent properties, thus ""cline"" would not qualify as a subclass. The term ""gradient"" has been proposed as a more suitable superclass. Discussion in Issue #286)",,cline,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000258
permafrost crater derived from a methane explosion,A crater which is found in permafrost and formed as a result of an explosion fuelled by methane formerly contained in that permafrost.,,,gigantic funnel,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000089
glacial erosion process,An erosion process during which the movement of a glacier across a terrestrial surface causes the removal of material from that surface.,,,glaciation,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000006
nunatak,"The exposed summit of a ridge, mountain, or peak not covered with ice or snow within an ice field or glacier. The term is typically used in areas where a permanent ice mass is present.","""peak"" in the definition is understood as a synonym of mount, rather than of summit. Nunataks may also refer to areas of ridges. The definition and placement of this class may need to be revised.",,glacier feature,,nunataks|nunatak|peak|mountain summit,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000181
frost-formed hummock,A hummock which is primarily composed of soil that has been pushed up by frost action.,"Permafrost hummocks are often found in uniformly spaced large groups. Hummocks can form in areas of permafrost or seasonally frozen ground, and are one of the most common surface features of the Arctic.",,hummock,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001538
ice gain,A material accumulation process during which the mass of an existing ice mass increases.,,,ice accumulation|accumulation of ice,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000011
water ice crystal,A crystal which is primarily composed of water ice.,"Any one of a number of macroscopic, crystalline forms in which ice appears, including hexagonal columns, hexagonal platelets, dendritic crystals, ice needles, and combinations of these forms.  The crystal lattice of ice is hexagonal in its symmetry under most atmospheric conditions.",,ice crystal,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000846
proglacial lake,"A lake formed either by the damming action of a moraine or ice dam during the retreat of a melting glacier, or one formed by meltwater trapped against an ice mass due to isostatic depression of the crust around the ice.",,,lake,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000435
paternoster lake,One of a series of glacial lakes connected by a single stream or a braided stream system.,,,lake,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000487
flaw lead,An ice lead between a mass of fast ice and a mass of pack ice.,,,lead,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001552
shore lead,An ice lead which occurs between the shore and pack ice.,,,lead,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001553
sea-ice lead,An ice lead which occurs in a marine water body and is bounded by sea ice.,,,lead,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001550
frozen lead,"An ice lead within which new, nilas, and young ice has formed.",,,lead,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001555
ice lead,A surface layer of a water body which has been formed as the result of surface ice fracturing and moving apart.,"Generally, leads are wide enough (and deep enough) for navigation by surface vessels. The term is generally applied to linear features. If the open area is very large it may be called a polynya, although the application of these terms is under debate.",,lead,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001551
lateral moraine,The parallel ridges of till deposited along the sides of an alglacier. The unconsolidated debris is deposited on top of the glacier by frost shattering of the valley walls and from tributary streams flowing into the valley. The till is carried along the glacial margin until the glacier melts.,,,moraine,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000249
water-based rainfall,A hydrological precipitation process in which atmospheric water vapour condenses to form droplets of liquid water massive enough to fall to a planetary surface due to the planet's gravity.,This is the process which typically happens on Earth. Other planets may have different liquids involved in the process.,,rainfall|rain fall,,rain,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000830
sodium chloride salt,A mineral material composed primarily of sodium chloride.,,,salt,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000681
snow mass,A mass of snow.,,,snow accumulation|accumulation of snow,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000111
peatland,"A wetland ecosystem which accumulates acidic peat, a deposit of dead plant material.",,,wetland,,Peatland|mire|peat bog|muskeg|morass|bog,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000044
deep chlorophyll maximum layer,"A subsurface layer in a water body, typically an ocean or lake, in which chlorophyll concentrations reach their maximum.","The DCM may or may not indicate greater abundance of photosynthetic, chlorophyll-bearing cells, as shade-adapted cells may have a greater chlorophyll to biomass ration than surface variants. Further, some DCMs may be formed by the sinking of cells from surface zones or the subduction of surface waters, rather than through biotic, community-level processess.",DCM,,,subsurface chlorophyll maximum layer,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000326
freshwater lake,A lake of whose water contains low concentrations of salts.,,FreshwaterLake,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000021
glacier,"An ice mass which is of sufficient mass that the action of gravity upon it overcomes the frictional forces holding it in place, causing it to deform and flow towards lower elevation.","The definition of glacier is highly variable. Two main issues exist: 1) Whether or not a mass of ice must currently show movement to be considered a glacier or not and 2) What is the relationship between ice sheets and glaciers (i.e., which is the parent in a parent/child relationship or whether they are distinct terms).",Glacier|glacier,glacial feature,,RockGlacier|rock glacier,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000133
marine iceberg,A large mass of detached land ice in the sea or stranded in shallow water.,,ICEBERG,,,Iceberg|glacial iceberg|glacial berg|arched iceberg|iceberg,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000298
isthmus,Narrow section of land in a body of water connecting two larger land areas.,,ISTHMUS|isthmus,,,land bridge|submarine isthmus|neck,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000174
moraine,"An accumulation of boulders, stones, or other debris carried and deposited by a glacier.",,MORAINE|moraine|glacial moraine,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000177
mountain range,A series of connected and aligned mountains or mountain ridges.,,MOUNT RANGE,,,mountain chain|cordillera|mountain system|sierra|mountain range|mountain group,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000080
mountain,A landform that extends above the surrounding terrain in a limited area.,"A mountain is generally steeper than a hill, but there is no universally accepted standard definition for the height of a mountain or a hill although a mountain usually has an identifiable summit. The USGS had previously defined mountains as localised elevations of more than 300 meters; however, the organisation has accepted there are no technical definitions in the US. In ENVO, we primarily use the UNEP-WCMC classification to be compliant with SDG monitoring, but we can host other classifications on request: http://www.fao.org/sustainable-development-goals/indicators/1542/en/",Mountain,,,mountains,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000081
polynya,"Any enclosed water area in pack ice other than a lead, not large enough to be called open water. When frozen over, a polyna becomes an ice skylight from the point of view of the submariner.","Could be a subclass of a class that describes holes in solid material covering water or other liquids. Perhaps a class like ""clearing"". Logical def can include surrounded_by ""ice mass"".",POLYNA|Polynya|polynia,,,regional clearing|glade|big clearing|clearing|ice clearing,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000484
